id,index_right,USO_TIERRA,USO,SUBUSO,ESTRUCTURA,COBERTURA,ALTURA,TIPO_FORES,SUBTIPOFOR,ESPECI1_CI,ESPECI2_CI,ESPECI3_CI,ESPECI4_CI,ESPECI5_CI,ESPECI6_CI,ESPECI1_CO,ESPECI2_CO,ESPECI3_CO,ESPECI4_CO,ESPECI5_CO,ESPECI6_CO,ESPCC1,ESPCC2,cummulative_greenness,eft,minimum_greenness,season_length,seasonal_variation,elevation,slope,aspect,ndvi_l8,ndvi_s2
179,207,ESTEPA ANDINA CENTRAL,PRADERAS Y MATORRALES,PRADERAS,ESTEPA ANDINA CENTRAL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,lupinus microcarpus,bromus berterianus,,,,,sin nombre comun,tuca,,,,,,,1.50374931097,4.0,0.09374702722,72.0,0.06124546751,2165.080322265625,34.71992874145508,248.175537109375,0.1645447106807493,0.155700325732899
216,54,MATORRAL ARBORESCENTE SEMIDENSO,PRADERAS Y MATORRALES,MATORRAL ARBORESCENTE,NO APLICA,SEMIDENSO,NO APLICA,NO APLICA,NO APLICA,talguenea quinquinervia,echinopsis chiloensis,quillaja saponaria,adesmia confusa,porlieria chilensis,,tralhuen,quisco,quillay,espinillo,guayacan,,porlieria chilensis,,1.69147992134,1.0,0.06834699586,80.0,0.10110917315,1948.7205810546875,28.20406723022461,226.7176818847656,0.2387144662788631,0.2719786748679887
780,208,BOSQUE NATIVO RENOVAL ABIERTO,BOSQUE,NATIVO,RENOVAL,ABIERTO,8 - 12,ESCLEROFILO,PEUMO QUILLAY LITRE,quillaja saponaria,kageneckia angustifolia,kageneckia oblonga,talguenea quinquinervia,acacia caven,porlieria chilensis,quillay,frangel,bollen,tralhuen,espino,guayacan,porlieria chilensis,kageneckia angustifolia,,,,,,1761.600341796875,16.52230453491211,297.0232849121094,0.3334633225237058,0.2692126355492692
224,203,AFLORAMIENTOS ROCOSOS,AREAS DESPROVISTAS DE VEGETACION,AFLORAMIENTOS ROCOSOS,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,,,,,,,,,,,,,,,2679.75048828125,29.79753494262696,229.54547119140625,0.1558840633111934,0.2061133422579206
1012,203,AFLORAMIENTOS ROCOSOS,AREAS DESPROVISTAS DE VEGETACION,AFLORAMIENTOS ROCOSOS,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,,,,,,,,,,,,,,,2587.789306640625,36.04893493652344,315.3163146972656,0.1079100924871368,0.07996953541508
1172,203,AFLORAMIENTOS ROCOSOS,AREAS DESPROVISTAS DE VEGETACION,AFLORAMIENTOS ROCOSOS,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,,,,,,,,,,,,,,,3086.757080078125,36.5953483581543,311.7349853515625,0.0739628223159209,0.0474820143884892
943,203,AFLORAMIENTOS ROCOSOS,AREAS DESPROVISTAS DE VEGETACION,AFLORAMIENTOS ROCOSOS,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,,,,,,,,,,,,,,,2552.62451171875,26.95265388488769,342.2336120605469,0.1666120617959123,0.0972494493272921
1131,203,AFLORAMIENTOS ROCOSOS,AREAS DESPROVISTAS DE VEGETACION,AFLORAMIENTOS ROCOSOS,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,,,,,,,,,,,,,,,,,,,2803.250732421875,29.790483474731445,26.52944564819336,0.1262779739995171,0.0939749756871243
428,212,BOSQUE NATIVO RENOVAL MUY ABIERTO,BOSQUE,NATIVO,RENOVAL,MUY ABIERTO,4 - 8,ESCLEROFILO,PEUMO QUILLAY LITRE,lithrea caustica,quillaja saponaria,trevoa trinervis,colliguaja odorifera,schinus polygamus,acacia caven,litre,quillay,tevo,colliguay,huingan,espino,porlieria chilensis,,2.53617453575,4.0,0.17202338576,64.0,0.11385255307,1257.446044921875,26.9488582611084,14.833919525146484,0.2473839068696429,0.185542819715081
358,81,BOSQUE NATIVO RENOVAL DENSO,BOSQUE,NATIVO,RENOVAL,DENSO,4 - 8,ESCLEROFILO,PEUMO QUILLAY LITRE,cryptocarya alba,lithrea caustica,quillaja saponaria,otholobium glandulosum,acacia caven,kageneckia oblonga,peumo,litre,quillay,culen,espino,bollen,porlieria chilensis,,2.5527433157,1.0,0.07279609516,96.0,0.14894670993,1226.5611572265625,23.36421203613281,170.34434509277344,0.4447576885154884,0.4589335627713451
